# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.885132005558129,0.5,4.544725571333296,0,2.0,0.01068204165506517,180.0,0.0,0.0
 0.1238788520139755,1.900429724492678,0.5012159728257896,4.544725571333296,0.24775770402795097,1.9999999999999998,0.01068204165506517,180.0,0.1830369020894488,0.0
 0.17519432022439674,1.915728350266683,0.502434541549991,4.554118195663801,0.3503886404487934,1.9999999999999996,0.010582488531936725,180.0,0.23632185962513333,0.0
 0.21457129683426607,1.9310274873936228,0.5036556515966565,4.56342383600266,0.429142593668532,1.9999999999999987,0.010484056513417835,180.0,0.2777207316987746,0.0
 0.24776792883902074,1.9463267403869762,0.5048792483898387,4.5726432289329555,0.49553585767804137,2.0,0.010386723333920886,180.0,0.312306896787717,0.0
 0.27701438060514205,1.9616257137602207,0.5061052773535902,4.581777097526085,0.5540287612102841,2.000000000000004,0.010290465310928339,180.0,0.3422498409490455,0.0
 0.30345428771379157,1.9769240120268359,0.5073336839119633,4.590826151528727,0.6069085754275831,2.0,0.010195260654785054,180.0,0.3687355483030319,0.0
 0.3277669314681552,1.9922212397002994,0.5085644134890106,4.599791087554189,0.6555338629363104,2.0,0.010101086506279404,180.0,0.39250223121404454,1.2560470904327065e-12
 0.35039483264072413,2.00751700129409,0.5097974115087848,4.608672589252113,0.7007896652814481,1.9999999999999951,0.010007922328085053,180.00000000000003,0.41404891104271213,-1.3374619782599703e-12
 0.371645312947746,2.0228109013216877,0.5110326233953378,4.61747132748237,0.7432906258954919,2.0,0.009915746518524901,180.0,0.43373294346851865,0.0
 0.3917420871060582,2.038102544296569,0.5122699945727227,4.6261879604922775,0.7834841742121164,2.0000000000000053,0.009824537522616113,180.0,0.4518214156829955,0.0
 0.41085400450253684,2.053391534732213,0.5135094704649918,4.634823134066771,0.8217080090050737,2.0,0.009734275009391849,180.0,0.468520655856218,0.0
 0.4291122125908545,2.068677477142099,0.5147509964961975,4.643377481695069,0.8582244251817089,1.999999999999994,0.009644939124283604,180.0,0.4839943061503839,0.0
 0.4466209785476046,2.083959976039705,0.5159945180903924,4.651851624725855,0.893241957095209,2.0,0.009556509293884866,180.0,0.49837496898993744,1.687365289665044e-12
 0.4634648176407069,2.099238635938509,0.5172399806716291,4.660246172511552,0.9269296352814137,2.0,0.009468965401337945,180.00000000000003,0.5117720274544053,-1.749185054985283e-12
 0.4797133611263721,2.114513061351991,0.5184873296639598,4.668561722554392,0.9594267222527441,2.0,0.009382289033593534,180.0,0.5242770778345482,0.0
 0.4954247825245272,2.129782856793628,0.5197365104914373,4.676798860653643,0.9908495650490543,2.0,0.009296460236581403,180.0,0.5359678114802803,0.0
 0.5106482720755681,2.1450476267768996,0.5209874685781141,4.684958161031408,1.021296544151136,1.9999999999999927,0.00921145994462663,180.0,0.5469108599562112,0.0
 0.5254258638770625,2.1603069758152835,0.5222401493480423,4.693040186471645,1.0508517277541247,2.0,0.009127269170202373,180.0,0.5571639222474905,-1.9781328861392263e-12
 0.5397938113640867,2.175560508422259,0.5234944982252748,4.701045488448162,1.079587622728173,2.0,0.00904387071287908,179.99999999999997,0.5667773856640895,2.031598035358795e-12
 0.5537836405211052,2.190807829111304,0.5247504606338641,4.708974607243664,1.1075672810422104,2.000000000000016,0.008961245350102752,180.0,0.5757955819188384,0.0
 0.567422968564661,2.2060485423958975,0.5260079819978623,4.716828072071484,1.134845937129322,2.0,0.008879375658347236,180.0,0.5842577739943798,0.0
 0.5807361489302587,2.2212822527895177,0.5272670077413224,4.724606401196675,1.1614722978605174,2.0,0.008798243007748124,180.0,0.5921989400133183,0.0
 0.5937447855844694,2.2365085648056433,0.5285274832882966,4.732310102034316,1.1874895711689388,2.0,0.008717830170253363,180.0,0.5996504075913663,2.233820693547933e-12
 0.6064681476307142,2.2517270829577534,0.5297893540628373,4.73993967127128,1.2129362952614282,1.9999999999999825,0.008638120033961695,180.00000000000003,0.6066403668113354,-2.2818859662107364e-12
 0.618923506860431,2.2669374117593253,0.5310525654889975,4.747495594963162,1.2378470137208617,2.0,0.008559095146135443,180.0,0.6131942930700991,-2.3290931117253554e-12
 0.6311264150599016,2.282139155723838,0.532317062990829,4.754978348629936,1.262252830119803,2.0,0.008480738610734456,179.99999999999997,0.6193352986471805,0.0
 0.6430909337136532,2.297331919364771,0.5335827919923849,4.762388397363527,1.2861818674273062,2.0,0.008403033646433314,179.99999999999997,0.6250844234238608,4.842315510132039e-12
 0.654829825725516,2.3125153071956017,0.5348496979177174,4.7697261959083965,1.3096596514510315,1.9999999999999811,0.008325963586895364,180.00000000000003,0.630460882560927,-2.4661152834045025e-12
 0.6663547165615873,2.3276889237298093,0.536117726190879,4.776992188756325,1.3327094331231741,2.0,0.00824951188136686,180.0,0.6354822745268269,0.0
 0.677676230571767,2.3428523734808717,0.5373868222359223,4.784186810230601,1.3553524611435332,1.9999999999999805,0.008173661613200663,180.0,0.6401647589287549,0.0
 0.6888041070080371,2.358005260962268,0.5386569314768999,4.791310484566815,1.3776082140160735,2.0,0.008098397913142156,180.0,0.6445232087019271,0.0
 0.6997472993167597,2.3731471906874764,0.539927999337864,4.798363625987075,1.3994945986335188,2.0,0.008023702643424285,180.0,0.648571342432845,0.0
 0.7105140605604778,2.3882777671699755,0.5411999712428672,4.805346638780567,1.4210281211209552,2.0000000000000204,0.007949561691447634,180.0,0.6523218370697635,0.0
 0.7211120172658886,2.4033965949232443,0.5424727926159622,4.812259917367826,1.4422240345317767,2.0,0.007875958130061431,180.0,0.6557864279101582,0.0
 0.7315482335583657,2.4185032784607605,0.5437464088812013,4.819103846371168,1.4630964671167312,2.0000000000000213,0.007802876645790557,180.0,0.6589759945638117,0.0
 0.741829267100029,2.4335974222960033,0.545020765462637,4.825878800674429,1.4836585342000579,2.0,0.0077303015624935086,180.0,0.6619006377934972,0.0
 0.7519612180760887,2.448678630942451,0.546295807784322,4.832585145487576,1.5039224361521772,2.0,0.00765821681537935,180.0,0.6645697454069159,0.0
 0.761949772256812,2.463746508913582,0.5475714812703084,4.8392232363964425,1.5238995445136239,2.0,0.007586607512828629,180.0,0.6669920527972064,0.0
 0.7718002389877184,2.478800660722875,0.548847731344649,4.8457934194223,1.5436004779754366,2.0,0.007515457859997478,180.0,0.669175694296942,0.0
 0.7815175848193048,2.493840690883809,0.5501245034313965,4.852296031065875,1.5630351696386093,2.0,0.007444753270815883,180.0,0.6711282502903795,0.0
 0.7911064633726402,2.5088662039098617,0.5514017429546029,4.8587313983516225,1.5822129267452802,2.0,0.00737447714279202,180.0,0.6728567900286238,0.0
 0.8005712419431276,2.523876804314512,0.552679395338321,4.865099838878892,1.601142483886255,2.0,0.007304615735674659,180.0,0.6743679067534251,0.0
 0.8099160252673973,2.5388720966112386,0.5539574060066033,4.871401660848345,1.6198320505347943,2.0,0.007235152715282471,180.0,0.6756677534203722,0.0
 0.8191446768143809,2.5538516853135196,0.5552357203835021,4.877637163106194,1.6382893536287613,1.999999999999976,0.00716607412159366,180.0,0.6767620714048372,0.0
 0.8282608379085449,2.5688151749348345,0.5565142838930701,4.883806635171541,1.6565216758170893,2.0,0.0070973638951152065,180.0,0.6776562183116467,0.0
 0.8372679449489838,2.58376216998866,0.5577930419593599,4.889910357266492,1.6745358898979672,2.0,0.007029007251935072,180.0,0.678355191788097,0.0
 0.8461692449510004,2.5986922749884767,0.5590719400064236,4.895948600336524,1.6923384899020004,2.0,0.006960988392680249,180.0,0.6788636530441543,3.23026658849348e-12
 0.8549678096055849,2.6136050944477622,0.560350923458314,4.9019216260794805,1.7099356192111694,2.0,0.006893294042035007,180.00000000000003,0.6791859450258512,-6.534673893421421e-12
 0.8636665480258806,2.6285002328799947,0.5616299377390837,4.907829686954002,1.7273330960517608,2.0,0.006825908132061753,179.99999999999997,0.6793261122802848,3.3042081868034225e-12
 0.8722682183273818,2.643377294798653,0.5629089282727848,4.913673026199038,1.744536436654763,2.0,0.0067588146997462255,180.0,0.6770499888406339,0.0
 0.8808035580207523,2.6582358847172163,0.5641878404834701,4.919451877843185,1.75,0.6401108264596092,0.006692000399729225,180.0,0.6714145376665662,3.3393039011706924e-12
 0.8893148257195203,2.673075607149162,0.5654666197951921,4.92516646671011,1.75,0.0,0.006625448335580893,180.00000000000003,0.6647467949441714,-3.3436157477642114e-12
 0.8978151174918056,2.6878960666079696,0.5667452116320031,4.930817008421827,1.75,0.0,0.006559144893786641,180.0,0.6581037820207991,0.0
 0.9063042055828594,2.7026968676071172,0.5680235614179558,4.936403709400457,1.75,0.0,0.0064930740995911675,180.0,0.6514839754756205,3.3525431138726803e-12
